rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/value_loss,train/loss,train/entropy_loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_fraction
98.4,1,266,512,-262.62278460000005,1,,,,,,,,,,
91.54545454545455,10,98,1024,-231.44608345454546,2,2402.3438069343565,1217.943115234375,-1.3860924139618873,0.2,10,0.00070728315,0.0003,-0.0015863779233768582,-0.0005738735198974609,0.0
89.9375,20,73,1536,-235.33293824999998,3,2028.9156660079957,444.27801513671875,-1.384771466255188,0.2,20,0.0002483225,0.0003,5.723461508750915e-05,0.007374942302703857,0.0
94.04761904761905,31,65,2048,-240.7607493333333,4,2410.5003524780273,124.02034759521484,-1.3844326198101045,0.2,30,4.6970206e-05,0.0003,-0.0002092875191010535,0.004182040691375732,0.0
97.57692307692308,39,64,2560,-222.23894526923075,5,2831.7737047195433,509.3544006347656,-1.3811396658420563,0.2,40,0.0019873125,0.0003,-0.001968195370864123,0.0029636025428771973,0.0
96.7741935483871,47,65,3072,-224.55455735483872,6,720.866718363762,21.339292526245117,-1.37285296022892,0.2,50,0.016347952,0.0003,-0.0076437329174950715,0.0018645524978637695,0.109375
97.69444444444444,55,64,3584,-233.7588233333333,7,1730.1299876213075,61.206485748291016,-1.3759028270840645,0.2,60,0.005322093,0.0003,-0.005064007337205112,0.0019219517707824707,0.0119140625
95.5952380952381,64,63,4096,-227.07264485714282,8,2724.3714887142182,1590.2657470703125,-1.3467115402221679,0.2,70,0.017340943,0.0003,0.001016211649402976,0.0015837550163269043,0.1865234375
96.76595744680851,75,60,4608,-237.9760622553191,9,1721.6486407279967,408.4944763183594,-1.3157753214240073,0.2,80,0.00024046726,0.0003,-0.000922224042005837,0.0032483339309692383,0.0
97.63461538461539,85,59,5120,-249.15980790384614,10,2906.6435445785523,2239.34716796875,-1.3437612235546113,0.2,90,0.0017094326,0.0003,-0.002910592837724835,0.0020599365234375,0.0
97.85964912280701,94,59,5632,-251.82872584210526,11,2673.754664611816,1361.5101318359375,-1.3580301076173782,0.2,100,0.00041120872,0.0003,-0.0014387282310053707,0.0040476322174072266,0.0
98.0,104,58,6144,-253.9041375967742,12,1642.8758659362793,273.1687927246094,-1.348419761657715,0.2,110,0.0002961083,0.0003,-0.0008992864517495036,0.0017875432968139648,0.0
97.27941176470588,113,58,6656,-253.98098848529406,13,1553.1483474731444,708.9481201171875,-1.3461781591176987,0.2,120,0.000599241,0.0003,-0.0020388529170304536,0.0046083927154541016,0.0
98.12328767123287,122,58,7168,-250.36206161643838,14,1726.8777207374574,1899.329345703125,-1.359656636416912,0.2,130,0.007874884,0.0003,-0.005077114375308156,0.0024132132530212402,0.0375
98.25641025641026,130,59,7680,-246.1899574871795,15,1635.0467539787292,191.40122985839844,-1.3380118623375892,0.2,140,0.0006555966,0.0003,-0.0005155066028237343,0.0005151033401489258,0.0
99.48780487804878,138,59,8192,-253.6830806951219,16,1361.5173227548598,115.02716064453125,-1.3567460730671883,0.2,150,0.018309448,0.0003,0.004302358138374984,0.0006396174430847168,0.1224609375
99.94252873563218,146,59,8704,-258.0026219770115,17,2440.176005554199,769.656005859375,-1.2778007864952088,0.2,160,0.0072479383,0.0003,-0.00040397776756435634,0.0009592175483703613,0.1345703125
99.77173913043478,154,59,9216,-263.50565084782613,18,2360.098800611496,525.8038330078125,-1.3117638692259788,0.2,170,0.009009817,0.0003,-0.002433116442989558,0.0008065700531005859,0.02734375
99.70103092783505,163,59,9728,-262.9635087628866,19,2863.1871131896974,1419.81005859375,-1.3197978273034097,0.2,180,0.0013522849,0.0003,-0.0025741713121533393,0.0008501410484313965,0.0
100.01,172,59,10240,-264.7312977899999,20,1292.6732009887696,265.3358154296875,-1.3210977911949158,0.2,190,0.0051263077,0.0003,-0.006580866943113506,0.0011565089225769043,0.016796875
101.52,180,59,10752,-271.23884130000005,21,2386.7145923614503,1999.8619384765625,-1.2768471136689186,0.2,200,0.0012683753,0.0003,-0.0028290647198446093,0.0007433891296386719,0.000390625
103.13,189,59,11264,-273.02996093999997,22,1487.4666650772094,1527.2022705078125,-1.2771780967712403,0.2,210,0.0030526833,0.0003,-0.0030836826423183083,0.0005164742469787598,0.0001953125
105.16,196,59,11776,-278.91383377,23,1578.1481706619263,66.06239318847656,-1.268555761873722,0.2,220,0.006706057,0.0003,-0.004659822658868507,0.00029861927032470703,0.0404296875
105.85,205,59,12288,-276.75648227999994,24,879.2371054649353,608.6089477539062,-1.2474474966526032,0.2,230,0.003136369,0.0003,-0.002471044578123838,0.0002943873405456543,0.01875
104.69,215,59,12800,-267.10110796,25,896.6925691366196,144.07334899902344,-1.3508173361420632,0.2,240,0.0071263155,0.0003,-0.006775701662991196,0.00011074542999267578,0.0548828125
104.76,225,59,13312,-266.41079258,26,1048.3535913467408,352.0780334472656,-1.3210817500948906,0.2,250,0.0039068866,0.0003,-0.0014662561006844044,1.895427703857422e-05,0.2296875
104.42,233,59,13824,-260.76480921,27,253.93093218803406,59.33830261230469,-1.3315274715423584,0.2,260,0.013521444,0.0003,-0.006129439268261194,0.0001475811004638672,0.1349609375
105.38,241,59,14336,-255.45791942000002,28,613.8038033485412,1175.4468994140625,-1.3314778804779053,0.2,270,0.008584978,0.0003,-0.0022216291865333913,0.00010794401168823242,0.1044921875
106.29,251,59,14848,-251.26998883000005,29,378.1744428634644,26.13614273071289,-1.2640941590070724,0.2,280,0.017145518,0.0003,-0.0022730837343260648,4.0590763092041016e-05,0.2576171875
108.07,259,59,15360,-246.170638,30,282.9887758255005,161.4097900390625,-1.2793303027749061,0.2,290,0.010780329,0.0003,-0.008087183476891368,0.0001474618911743164,0.0849609375
108.77,267,59,15872,-240.99661449999996,31,293.0519086360931,134.5382080078125,-1.271290011703968,0.2,300,0.004335126,0.0003,-0.0032674380345270038,-2.6106834411621094e-05,0.088671875
111.18,275,59,16384,-231.60524878,32,275.26707644462584,141.2398223876953,-1.2777568951249123,0.2,310,0.008980878,0.0003,0.0006121196318417787,5.161762237548828e-05,0.05078125
110.98,282,59,16896,-226.65838200000002,33,290.3384284734726,151.3216552734375,-1.3032013013958932,0.2,320,0.0031776465,0.0003,-0.0038331439718604088,1.4901161193847656e-06,0.016796875
112.16,291,59,17408,-221.40943875000002,34,176.34694309234618,23.4824161529541,-1.2418631255626678,0.2,330,0.009564096,0.0003,-0.0015747890109196305,-1.800060272216797e-05,0.0767578125
113.6,299,59,17920,-214.82079261,35,631.9624124526978,395.72943115234375,-1.2885228380560876,0.2,340,0.0052711465,0.0003,-0.004942610720172524,-2.4437904357910156e-05,0.050390625
113.88,310,59,18432,-209.74180221999998,36,269.8644075393677,43.86569595336914,-1.2865835919976234,0.2,350,0.0045462907,0.0003,-0.0030420021852478386,6.210803985595703e-05,0.0291015625
113.85,320,59,18944,-205.17163457999996,37,323.9046557426453,68.67221069335938,-1.2305255636572838,0.2,360,0.009969177,0.0003,-0.008402072847820819,5.5849552154541016e-05,0.1197265625
114.36,333,58,19456,-194.95784125000003,38,297.2275209486485,173.9446563720703,-1.236118146777153,0.2,370,0.016554527,0.0003,-0.0013474381994456053,2.1398067474365234e-05,0.1125
116.81,342,58,19968,-190.87706244,39,206.34967217445373,96.59869384765625,-1.2105901643633843,0.2,380,0.0049531,0.0003,-0.0057873658486641945,0.0001596212387084961,0.021875
116.73,349,58,20480,-180.85448684999994,40,303.8135851621628,155.81735229492188,-1.229143650829792,0.2,390,0.008723404,0.0003,-0.007114937179721892,9.542703628540039e-05,0.0669921875
118.98,357,58,20992,-176.40717455,41,219.23437497019768,154.8187713623047,-1.1539670020341872,0.2,400,0.019465448,0.0003,-0.002194664557464421,0.0001919269561767578,0.30625
122.81,364,58,21504,-175.06419446000004,42,934.455149757862,82.9919204711914,-1.1415025681257247,0.2,410,0.0062507764,0.0003,0.0030114256078377366,0.0002853274345397949,0.1376953125
124.42,369,59,22016,-175.73835986000003,43,344.0347152471542,123.04484558105469,-1.2264555126428605,0.2,420,0.0024441166,0.0003,-0.0007794592995196581,-0.00031578540802001953,0.0
125.4,377,59,22528,-174.86385167000003,44,541.461725616455,562.4203491210938,-1.2624204516410829,0.2,430,0.009362875,0.0003,-0.00931768047157675,0.0010797977447509766,0.0654296875
126.88,386,59,23040,-168.16186978,45,1341.8090654373168,474.4858093261719,-1.2453311532735825,0.2,440,0.0017554527,0.0003,-0.0031083844718523324,0.001286923885345459,0.0
128.04,392,59,23552,-164.08785974999998,46,260.30926575660703,365.18115234375,-1.2690441593527795,0.2,450,0.003296452,0.0003,-0.0067791823297739025,-7.736682891845703e-05,0.0369140625
128.07,399,60,24064,-158.480563,47,470.78125194311144,35.129661560058594,-1.2143979787826538,0.2,460,0.0094868075,0.0003,-0.006294244923628867,0.0001169443130493164,0.037109375
128.97,406,60,24576,-156.05180815000003,48,631.3686451911926,83.96104431152344,-1.18329256772995,0.2,470,0.0040675392,0.0003,-0.004588837292976678,0.0005064010620117188,0.0130859375
131.17,412,60,25088,-156.70391088000002,49,897.5377911567688,89.96611785888672,-1.1850475996732712,0.2,480,0.004416492,0.0003,-0.005990398756694049,0.00014823675155639648,0.027734375
133.06,419,61,25600,-157.92597526,50,402.3720440864563,657.7113647460938,-1.2241177633404732,0.2,490,0.0062769586,0.0003,-0.007723920198623091,0.00019150972366333008,0.0216796875
133.06,425,61,26112,-157.92597526,51,506.9820183992386,42.8477897644043,-1.262044857442379,0.2,500,0.02608098,0.0003,-0.00594364341814071,-0.0006039142608642578,0.266796875
143.27,429,61,26624,-153.41321757999998,52,134.0265351295471,29.614412307739258,-1.334220390021801,0.2,510,0.0271046,0.0003,-0.0052069241646677256,0.0,0.143359375
144.27,438,61,27136,-152.0960701,53,614.618065571785,323.9240417480469,-1.2864853516221046,0.2,520,0.011794005,0.0003,-0.007162652781698853,0.00014609098434448242,0.04765625
147.21,445,62,27648,-151.49545666,54,426.40530223846434,11.067605972290039,-1.2437445878982545,0.2,530,0.0053250003,0.0003,-0.0045457665342837576,-0.0016134977340698242,0.01640625
148.58,453,62,28160,-149.63850576,55,196.8886337995529,51.141395568847656,-1.2278115198016166,0.2,540,0.017970078,0.0003,-0.016144447354599835,-0.00043022632598876953,0.13515625
150.92,460,62,28672,-146.47535347,56,232.53201189041138,61.936336517333984,-1.2020698443055153,0.2,550,0.004418846,0.0003,-0.002644141635391861,-0.0001462697982788086,0.0275390625
150.92,468,62,29184,-146.47535347,57,206.97414729595184,49.73953628540039,-1.1419077306985854,0.2,560,0.0492338,0.0003,0.0025025725131854414,0.0005515813827514648,0.1193359375
160.2,473,62,29696,-145.7837557,58,207.62037632465362,83.55614471435547,-1.2309239640831948,0.2,570,0.009781122,0.0003,-0.0045172249432653185,9.542703628540039e-05,0.1708984375
163.31,477,63,30208,-152.84276516999998,59,135.09493093490602,106.57693481445312,-1.2400099217891694,0.2,580,0.012886317,0.0003,-0.01083933503832668,-0.0017141103744506836,0.1123046875
