,iter,step,reward
248,258960.0,1657344.0,269.335
249,260000.0,1664000.0,238.529
250,261040.0,1670656.0,239.812
251,262080.0,1677312.0,268.95
252,263120.0,1683968.0,260.075
253,264160.0,1690624.0,216.159
254,265200.0,1697280.0,213.488
255,266240.0,1703936.0,273.548
256,267280.0,1710592.0,255.766
257,268320.0,1717248.0,-75.673
258,269360.0,1723904.0,94.048
259,270400.0,1730560.0,269.152
260,271440.0,1737216.0,25.649
261,272480.0,1743872.0,266.249
262,273520.0,1750528.0,212.547
263,274560.0,1757184.0,273.389
264,275600.0,1763840.0,272.505
265,276640.0,1770496.0,265.75
266,277680.0,1777152.0,262.668
267,278720.0,1783808.0,264.306
268,279760.0,1790464.0,266.076
269,280800.0,1797120.0,266.605
270,281840.0,1803776.0,217.227
271,282880.0,1810432.0,270.573
272,283920.0,1817088.0,269.276
273,284960.0,1823744.0,268.071
274,286000.0,1830400.0,269.648
275,287040.0,1837056.0,269.935
276,288080.0,1843712.0,214.323
277,289120.0,1850368.0,234.382
278,290160.0,1857024.0,269.276
279,291200.0,1863680.0,268.81
280,292240.0,1870336.0,194.294
281,293280.0,1876992.0,269.719
282,294320.0,1883648.0,214.279
283,295360.0,1890304.0,211.994
284,296400.0,1896960.0,272.095
285,297440.0,1903616.0,217.045
286,298480.0,1910272.0,273.695
287,299520.0,1916928.0,137.194
288,300560.0,1923584.0,274.006
289,301600.0,1930240.0,272.97
290,302640.0,1936896.0,270.103
291,303680.0,1943552.0,219.711
292,304720.0,1950208.0,214.038
293,305760.0,1956864.0,193.103
294,306800.0,1963520.0,218.792
295,307840.0,1970176.0,-165.056
296,308880.0,1976832.0,275.069
297,309920.0,1983488.0,214.372
298,310960.0,1990144.0,277.116
299,312000.0,1996800.0,273.857
300,313040.0,2003456.0,269.226
301,314080.0,2010112.0,259.99
302,315120.0,2016768.0,269.771
303,316160.0,2023424.0,272.078
304,317200.0,2030080.0,250.757
305,318240.0,2036736.0,262.777
306,319280.0,2043392.0,263.478
307,320320.0,2050048.0,233.701
308,321360.0,2056704.0,271.072
309,322400.0,2063360.0,239.718
310,323440.0,2070016.0,269.685
311,324480.0,2076672.0,233.161
312,325520.0,2083328.0,266.986
313,326560.0,2089984.0,238.557
314,327600.0,2096640.0,238.833
315,328640.0,2103296.0,263.156
316,329680.0,2109952.0,274.023
317,330720.0,2116608.0,269.897
318,331760.0,2123264.0,241.816
319,332800.0,2129920.0,242.261
320,333840.0,2136576.0,269.923
321,334880.0,2143232.0,267.843
322,335920.0,2149888.0,271.412
323,336960.0,2156544.0,186.994
324,338000.0,2163200.0,242.665
325,339040.0,2169856.0,170.07
326,340080.0,2176512.0,191.05
327,341120.0,2183168.0,183.063
328,342160.0,2189824.0,254.237
329,343200.0,2196480.0,172.878
330,344240.0,2203136.0,257.1
331,345280.0,2209792.0,261.585
332,346320.0,2216448.0,263.403
333,347360.0,2223104.0,271.605
334,348400.0,2229760.0,271.278
335,349440.0,2236416.0,272.034
336,350480.0,2243072.0,236.428
337,351520.0,2249728.0,267.884
338,352560.0,2256384.0,266.829
339,353600.0,2263040.0,273.5
340,354640.0,2269696.0,202.095
341,355680.0,2276352.0,265.385
342,356720.0,2283008.0,271.855
343,357760.0,2289664.0,271.002
344,358800.0,2296320.0,263.625
345,359840.0,2302976.0,270.815
346,360880.0,2309632.0,260.585
347,361920.0,2316288.0,260.502
348,362960.0,2322944.0,256.724
349,364000.0,2329600.0,164.384
350,365040.0,2336256.0,270.593
351,366080.0,2342912.0,261.195
352,367120.0,2349568.0,269.801
353,368160.0,2356224.0,262.186
354,369200.0,2362880.0,214.231
355,370240.0,2369536.0,274.649
356,371280.0,2376192.0,274.997
357,372320.0,2382848.0,272.819
358,373360.0,2389504.0,277.768
359,374400.0,2396160.0,235.957
360,375440.0,2402816.0,266.375
361,376480.0,2409472.0,273.369
362,377520.0,2416128.0,212.264
363,378560.0,2422784.0,236.848
364,379600.0,2429440.0,263.946
365,380640.0,2436096.0,215.217
366,381680.0,2442752.0,270.969
367,382720.0,2449408.0,267.396
368,383760.0,2456064.0,238.434
369,384800.0,2462720.0,263.209
370,385840.0,2469376.0,237.425
371,386880.0,2476032.0,270.197
372,387920.0,2482688.0,270.379
373,388960.0,2489344.0,271.963
374,390000.0,2496000.0,273.573
375,391040.0,2502656.0,243.02
376,392080.0,2509312.0,243.657
377,393120.0,2515968.0,268.5
378,394160.0,2522624.0,241.418
379,395200.0,2529280.0,234.815
380,396240.0,2535936.0,238.142
381,397280.0,2542592.0,267.33
382,398320.0,2549248.0,274.128
383,399360.0,2555904.0,272.025
384,400400.0,2562560.0,242.881
385,401440.0,2569216.0,242.602
386,402480.0,2575872.0,239.141
387,403520.0,2582528.0,264.964
388,404560.0,2589184.0,210.909
389,405600.0,2595840.0,271.597
390,406640.0,2602496.0,273.355
391,407680.0,2609152.0,235.68
392,408720.0,2615808.0,264.47
393,409760.0,2622464.0,254.037
394,410800.0,2629120.0,236.265
395,411840.0,2635776.0,265.805
396,412880.0,2642432.0,236.988
397,413920.0,2649088.0,241.353
398,414960.0,2655744.0,230.076
399,416000.0,2662400.0,267.583
400,417040.0,2669056.0,239.325
401,418080.0,2675712.0,238.369
402,419120.0,2682368.0,268.65
403,420160.0,2689024.0,277.667
404,421200.0,2695680.0,271.027
405,422240.0,2702336.0,274.116
406,423280.0,2708992.0,277.462
407,424320.0,2715648.0,274.133
408,425360.0,2722304.0,274.912
409,426400.0,2728960.0,90.671
410,427440.0,2735616.0,221.294
411,428480.0,2742272.0,212.149
412,429520.0,2748928.0,216.022
413,430560.0,2755584.0,153.156
414,431600.0,2762240.0,226.757
415,432640.0,2768896.0,234.338
416,433680.0,2775552.0,270.658
417,434720.0,2782208.0,268.859
418,435760.0,2788864.0,230.055
419,436800.0,2795520.0,265.471
420,437840.0,2802176.0,270.795
421,438880.0,2808832.0,270.539
422,439920.0,2815488.0,267.994
423,440960.0,2822144.0,272.73
424,442000.0,2828800.0,276.493
425,443040.0,2835456.0,214.841
426,444080.0,2842112.0,278.006
427,445120.0,2848768.0,150.536
428,446160.0,2855424.0,264.133
429,447200.0,2862080.0,267.93
430,448240.0,2868736.0,268.119
431,449280.0,2875392.0,267.886
432,450320.0,2882048.0,267.454
433,451360.0,2888704.0,237.98
434,452400.0,2895360.0,191.54
435,453440.0,2902016.0,263.489
436,454480.0,2908672.0,268.549
437,455520.0,2915328.0,150.299
438,456560.0,2921984.0,271.784
439,457600.0,2928640.0,271.271
440,458640.0,2935296.0,162.419
441,459680.0,2941952.0,237.804
442,460720.0,2948608.0,266.296
443,461760.0,2955264.0,233.469
444,462800.0,2961920.0,264.65
445,463840.0,2968576.0,267.685
446,464880.0,2975232.0,265.03
447,465920.0,2981888.0,264.942
448,466960.0,2988544.0,258.78
449,468000.0,2995200.0,255.882
450,469040.0,3001856.0,202.557
451,470080.0,3008512.0,262.821
452,471120.0,3015168.0,267.432
453,472160.0,3021824.0,215.045
454,473200.0,3028480.0,266.605
455,474240.0,3035136.0,265.825
456,475280.0,3041792.0,265.631
457,476320.0,3048448.0,237.247
458,477360.0,3055104.0,268.06
459,478400.0,3061760.0,269.273
460,479440.0,3068416.0,274.108
461,480480.0,3075072.0,214.396
462,481520.0,3081728.0,268.305
463,482560.0,3088384.0,272.386
464,483600.0,3095040.0,266.545
465,484640.0,3101696.0,270.463
466,485680.0,3108352.0,270.455
467,486720.0,3115008.0,272.435
468,487760.0,3121664.0,272.771
469,488800.0,3128320.0,273.914
470,489840.0,3134976.0,266.262
471,490880.0,3141632.0,214.671
472,491920.0,3148288.0,272.17
473,492960.0,3154944.0,272.019
474,494000.0,3161600.0,273.249
475,495040.0,3168256.0,274.618
476,496080.0,3174912.0,268.634
477,497120.0,3181568.0,272.498
478,498160.0,3188224.0,271.161
479,499200.0,3194880.0,256.405
480,500240.0,3201536.0,274.722
481,501280.0,3208192.0,274.349
482,502320.0,3214848.0,275.677
483,503360.0,3221504.0,271.604
484,504400.0,3228160.0,273.612
485,505440.0,3234816.0,110.656
486,506480.0,3241472.0,271.507
487,507520.0,3248128.0,274.329
488,508560.0,3254784.0,271.961
489,509600.0,3261440.0,257.073
490,510640.0,3268096.0,258.548
491,511680.0,3274752.0,213.1
492,512720.0,3281408.0,272.664
493,513760.0,3288064.0,275.199
494,514800.0,3294720.0,272.915
495,515840.0,3301376.0,269.047
496,516880.0,3308032.0,274.299
497,517920.0,3314688.0,273.019
498,518960.0,3321344.0,268.793
499,520000.0,3328000.0,266.302
500,521040.0,3334656.0,270.784
501,522080.0,3341312.0,215.174
502,523120.0,3347968.0,223.624
503,524160.0,3354624.0,145.949
504,525200.0,3361280.0,255.804
505,526240.0,3367936.0,273.545
506,527280.0,3374592.0,273.285
507,528320.0,3381248.0,218.108
508,529360.0,3387904.0,273.686
509,530400.0,3394560.0,196.391
510,531440.0,3401216.0,271.108
511,532480.0,3407872.0,271.977
512,533520.0,3414528.0,276.751
513,534560.0,3421184.0,271.83
514,535600.0,3427840.0,273.304
515,536640.0,3434496.0,273.011
516,537680.0,3441152.0,272.492
517,538720.0,3447808.0,273.352
518,539760.0,3454464.0,270.579
519,540800.0,3461120.0,272.428
520,541840.0,3467776.0,238.788
521,542880.0,3474432.0,268.568
522,543920.0,3481088.0,272.767
523,544960.0,3487744.0,271.714
524,546000.0,3494400.0,267.45
525,547040.0,3501056.0,273.897
526,548080.0,3507712.0,271.857
527,549120.0,3514368.0,273.12
528,550160.0,3521024.0,215.907
529,551200.0,3527680.0,274.887
530,552240.0,3534336.0,272.867
531,553280.0,3540992.0,273.352
532,554320.0,3547648.0,275.554
533,555360.0,3554304.0,276.921
534,556400.0,3560960.0,271.783
535,557440.0,3567616.0,271.421
536,558480.0,3574272.0,239.926
537,559520.0,3580928.0,274.453
538,560560.0,3587584.0,274.556
539,561600.0,3594240.0,276.741
540,562640.0,3600896.0,275.849
541,563680.0,3607552.0,274.32
542,564720.0,3614208.0,258.897
543,565760.0,3620864.0,198.415
544,566800.0,3627520.0,272.322
545,567840.0,3634176.0,273.622
546,568880.0,3640832.0,271.218
547,569920.0,3647488.0,264.693
548,570960.0,3654144.0,272.709
549,572000.0,3660800.0,237.896
550,573040.0,3667456.0,273.757
551,574080.0,3674112.0,274.899
552,575120.0,3680768.0,274.795
553,576160.0,3687424.0,274.751
554,577200.0,3694080.0,239.948
555,578240.0,3700736.0,270.391
556,579280.0,3707392.0,268.754
557,580320.0,3714048.0,267.998
558,581360.0,3720704.0,251.825
559,582400.0,3727360.0,272.554
560,583440.0,3734016.0,237.447
561,584480.0,3740672.0,201.494
562,585520.0,3747328.0,268.978
563,586560.0,3753984.0,203.856
564,587600.0,3760640.0,197.639
565,588640.0,3767296.0,234.448
566,589680.0,3773952.0,267.817
567,590720.0,3780608.0,269.552
568,591760.0,3787264.0,214.57
569,592800.0,3793920.0,155.641
570,593840.0,3800576.0,217.524
571,594880.0,3807232.0,263.246
572,595920.0,3813888.0,249.591
573,596960.0,3820544.0,216.361
574,598000.0,3827200.0,267.67
575,599040.0,3833856.0,204.275
576,600080.0,3840512.0,264.742
577,601120.0,3847168.0,272.389
578,602160.0,3853824.0,270.887
579,603200.0,3860480.0,266.913
580,604240.0,3867136.0,276.665
581,605280.0,3873792.0,274.578
582,606320.0,3880448.0,275.096
583,607360.0,3887104.0,276.402
584,608400.0,3893760.0,275.909
585,609440.0,3900416.0,214.003
586,610480.0,3907072.0,100.817
587,611520.0,3913728.0,213.828
588,612560.0,3920384.0,209.665
589,613600.0,3927040.0,89.252
590,614640.0,3933696.0,249.316
591,615680.0,3940352.0,142.627
592,616720.0,3947008.0,-128.931
593,617760.0,3953664.0,237.412
594,618800.0,3960320.0,198.374
595,619840.0,3966976.0,208.793
596,620880.0,3973632.0,263.041
597,621920.0,3980288.0,274.013
598,622960.0,3986944.0,272.196
599,624000.0,3993600.0,265.039
